TeamId,Gmina,GminaNazwa,Powiat,PowiatNazwa,PollingStationNumber,A.01,A.01.1,A.02,A.03,A.04,A.05,A.06-inne,A.06-naklejka foliowa,A.06-opaska samozaciskowa,A.06-opieczetowany i podpisany pasek papieru,A.07,A.08,A.08.1,A.09,A.10,A.10.1,A.11,A.12,A.13,A.13.1,A.14,A.15,A.16,A.16.1,A.16.2,A.17,A.17.1,A.18,A.19,A.A,A.B,A.C,B.00,B.01,B.02,B.03,B.03.1,B.04,B.04.1,B.04.2,B.05,B.05.1,B.06,B.07,B.08,B.09,B.10,B.11,B.12,B.13,B.13.1,B.14,B.15,B.16,B.16.1-inne,B.16.1-naklejka foliowa,B.16.1-opaska samozaciskowa,B.16.1-opieczetowany i podpisany pasek papieru,B.16.2,B.17,B.18,B.18.1,B.18.2,B.19,B.19.1,B.20,B.20.1,B.21,B.22,B.22.1,B.22.2,B.23,B.23.1,B.24,B.25,B.26,B.A,B.B,B.C,C1.01,C1.01.1,C1.01.2,C1.03,C1.04,C1.04.1,C1.05,C1.06,C1.06.1,C1.07.a,C1.07.b,C1.07.c,C1.07.d,C1.08,C1.08.1,C1.09,C1.10,C1.11,C1.11.1,C1.12,C1.13,C1.14,C1.A,C1.B,C1.C,C2.0,C2.01,C2.01.1,C2.02,C2.03,C2.03+,C2.04,C2.04.1,C2.05,C2.06,C2.06.1,C2.07,C2.08,C2.08.1,C2.09,C2.10,C2.10.1,C2.11,C2.12,C2.13,C2.14,C2.15,C2.16,C2.A,C2.B,C2.C,Cg.00,Cg.01,Cg.02,Cg.02.1,Cg.03,Cg.04,Cg.05,Cg.05.1,Cg.05.2,Cg.05.3,Cg.05.4,Cg.06,Cg.06.1,Cg.07.a,Cg.07.b,Cg.08,Cg.08.1,Cg.09,Cg.09.1,Cg.09.2,Cg.10,Cg.11,Cg.11.1,Cg.11.2,Cg.12,Cg.13,Cg.14,Cg.A,Cg.B,Cg.C,Cp.00,Cp.01,Cp.02,Cp.02.1,Cp.03,Cp.04,Cp.05,Cp.05.1,Cp.05.2,Cp.05.3,Cp.05.4,Cp.06,Cp.06.1,Cp.07.a,Cp.07.b,Cp.08,Cp.08.1,Cp.09,Cp.09.1,Cp.09.2,Cp.10,Cp.11,Cp.11.1,Cp.11.2,Cp.12,Cp.13,Cp.14,Cp.A,Cp.B,Cp.C,Cs.00,Cs.01,Cs.02,Cs.02.1,Cs.03,Cs.04,Cs.05,Cs.05.1,Cs.05.2,Cs.05.3,Cs.05.4,Cs.06,Cs.06.1,Cs.07.a,Cs.07.b,Cs.08,Cs.08.1,Cs.09,Cs.09.1,Cs.09.2,Cs.10,Cs.11,Cs.11.1,Cs.11.2,Cs.12,Cs.13,Cs.14,Cs.A,Cs.B,Cs.C,Cw.00,Cw.01,Cw.02,Cw.02.1,Cw.03,Cw.04,Cw.05,Cw.05.1,Cw.05.2,Cw.05.3,Cw.05.4,Cw.06,Cw.06.1,Cw.07.a,Cw.07.b,Cw.08,Cw.08.1,Cw.09,Cw.09.1,Cw.09.2,Cw.10,Cw.11,Cw.11.1,Cw.11.2,Cw.12,Cw.13,Cw.14,Cw.A,Cw.B,Cw.C,D.0,D.01,D.02,D.02.1,D.02.2,D.02.3,D.03,D.03.1,D.03.2,D.03.3,D.04,D.05,D.05.1,D.06,D.07,D.08,D.09,D.09.1,D.10,D.11,D.A,D.B,D.C,QA.01,QA.02,QA.03,QA.04,QA.05,QB.01,QB.02,QB.03,QB.04,QB.05,QB.06,QC1.01,QC1.02,QC1.03,QC1.04,QC1.08,QC1.09,QC1.10,QC1.11
34,146513,Ursynów,146501,Warszawa,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,tak,nie,,nie,tak,Plakaty wyborcze na słupach przed komisjami,nie,tak,Ipsos,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,0,tak,tak,tak,zawsze lub prawie zawsze,,,,tak,,naklejka foliowa,opaska samozaciskowa,,,,,,nie,nie,,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,8.29,bardzo dobra,bardzo dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281,2 + 4,2 + 2,2 + 4,tak,12,,,,,,,,
35,146511,Targówek,146501,Warszawa,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-25,tak,tak,nie,nie,nie,,,nie,,tak,zawsze lub prawie zawsze,nigdy lub prawie nigdy,0,tak,nie,tak,czasami,nie,tak,zawsze lub prawie zawsze,tak,,naklejka foliowa,,,tak,nie,nie,,,nie,,nie,,czasami,nie,,,nie,,tak,nie,9:25,dobra,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2538,3,1,2,nie,39,,,,,,,,
35,146511,Targówek,146501,Warszawa,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,tak,nie,nie,nie,nie,,,nie,,tak,zawsze lub prawie zawsze,czesto,0,tak,nie,tak,nigdy lub prawie nigdy,nie,tak,zawsze lub prawie zawsze,tak,,naklejka foliowa,,,tak,nie,tak,tak,,tak,Brak reakcji,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,8:25,zla,zla,zla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2449,4,2,3,nie,41,,,,,,,,
35,146511,Targówek,146501,Warszawa,904,tak,,tak,nie,nie,tak,,naklejka foliowa,,,tak,nie,,nie,tak,,tak,tak,nie,,nie,nie,nie,,,nie,,nie,,dobra,dobra,dobra,,tak,nie,nie,nie,nie,,,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,1,tak,tak,tak,czasami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2905,7,4,5,nie,,7,4,5,tak,2,,,,,,,,
35,146511,Targówek,146501,Warszawa,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,,,nie,nie,,,,,,,,,,,,,,,,,,,naklejka foliowa,,,tak,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2824,6,6,,,,,,,,,,,
36,141804,gm. Piaseczno,141800,piaseczynski,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,tak,tak,tak,tak,,,,,,,zawsze lub prawie zawsze,zawsze lub prawie zawsze,,tak,tak,nie,czesto,tak,nie,,tak,,,opaska samozaciskowa,,tak,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,tak,,,,,,,,,
36,146518,Wola,146501,Warszawa,285,tak,,tak,tak,tak,tak,,,,,tak,nie,,tak,,,tak,,,,,,,,,,,,,,,,3,tak,tak,nie,nie,nie,,,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,0,tak,tak,tak,czesto,nie,nie,zawsze lub prawie zawsze,tak,,naklejka foliowa,opaska samozaciskowa,,tak,nie,nie,,,tak,Głosowanie rodzinne - mąż z żoną - brak reakcji.,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,,7:35,zla,zla,zla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868,4,4,4,tak,1868,7,5,5,tak,22,,,,,,,,
36,146518,Wola,146501,Warszawa,286,tak,,tak,tak,tak,,,,,,tak,tak,,tak,tak,,tak,tak,nie,,nie,,nie,,,nie,,,,dobra,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868,4,4,2,nie,,,,,,,,,,,,,,
37,143801,m. Zyrardów,143800,zyrardowski,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,tak,tak,tak,tak,nie,,,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,0,tak,tak,tak,zawsze lub prawie zawsze,nie,nie,,tak,,naklejka foliowa,,,,tak,nie,nie,,nie,,nie,,nigdy lub prawie nigdy,nie,,,tak,"mąż jednej z wyborczyn przebywał w sali z dzieckiem, Komisja nie zareagowała",tak,nie,9:43,zla,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264,9,8,3,nie,23,,,,,,,,
37,146505,Mokotów,146501,Warszawa,127,tak,,tak,tak,tak,tak,,,opaska samozaciskowa,,tak,tak,tak,tak,tak,,tak,tak,nie,,tak,tak,tak,plakat jednego z kandydatów naprzeciwko wejściu,nie,nie,,nie,7:32,dobra,bardzo dobra,dobra,0,tak,nie,tak,tak,tak,plakat jednego z kandydatów,nie,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,0,tak,,tak,zawsze lub prawie zawsze,,,zawsze lub prawie zawsze,nie,,,opaska samozaciskowa,,tak,nie,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,7:32,bardzo dobra,bardzo dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457,5,5,4,tak,1457,5,5,5,tak,9,,,,,,,,
38,143602,gm. Policzna,143600,zwolenski,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nie mozna ocenic, informacja o 12:00",tak,tak,nie,tak,nie,nd,nd,tak,PiS,,,,nie bylo,,,,,,,,,,,,,,,nie,,,,,,,,,,,,,tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1843,9,8,9,tak,"tłum po mszy, ok. 40",,,,,,,,
38,146518,Wola,146501,Warszawa,299,tak,,tak,tak,tak,tak,,,opaska samozaciskowa,,tak,tak,,tak,tak,,tak,tak,nie,,tak,tak,tak,,,tak,"jedna osoba z identyfikatorem ochroniarza, druga bez",tak,7:00,dobra,dobra,bardzo dobra,,tak,tak,tak,tak,nie,,nd,nie,nd,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,nd,tak,nie,tak,zawsze lub prawie zawsze,,nie,zawsze lub prawie zawsze,tak,,,opaska samozaciskowa,,tak,nie,nie,,nd,nie,nd,nie,nd,nigdy lub prawie nigdy,nie,nd,,tak,ochroniarz i IPSOS,tak,nie,7:35,dobra,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3126,8,2,4,tak,3126,8,2,2,tak,ok.30,,,,,,,,
39,140504,gm. Grodzisk Mazowiecki,140500,grodziski,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tak,nie,nie,nie,nie,,,tak,koalicja obywatelska,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,0,tak,tak,tak,zawsze lub prawie zawsze,,,zawsze lub prawie zawsze,tak,,,opaska samozaciskowa,opieczetowany i podpisany pasek papieru,tak,tak,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,9:30,bardzo dobra,bardzo dobra,bardzo dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296,5,5,4,tak,ok. 100,,,,,,,,
